station_origin,station_destination,flows,prodsimest1,prodsimest4,prodsimest5,prodsimest6
Heathrow Terminal 5,Westminster,4,10,11,11,11
Heathrow Terminals 2 & 3,Bank and Monument,26,88,90,86,80
Heathrow Terminals 2 & 3,Bond Street,7,30,31,31,30
Heathrow Terminals 2 & 3,Canary Wharf,29,69,39,63,54
Heathrow Terminals 2 & 3,Euston,21,25,25,25,24
Heathrow Terminals 2 & 3,Green Park,39,37,37,38,39
Heathrow Terminals 2 & 3,Liverpool Street,23,72,73,69,63
Heathrow Terminals 2 & 3,Oxford Circus,9,56,57,57,57
Heathrow Terminals 2 & 3,Stratford,28,66,67,58,48
Heathrow Terminals 2 & 3,Warren Street,4,26,26,26,25
Heathrow Terminals 2 & 3,Waterloo,17,33,33,33,32
Heathrow Terminals 2 & 3,Westminster,9,23,24,24,24
Hendon Central,Bank and Monument,249,176,179,178,175
Hendon Central,Bond Street,41,60,61,66,71
Hendon Central,Canary Wharf,39,135,78,120,100
Hendon Central,Euston,106,51,52,61,73
Hendon Central,Green Park,72,74,75,79,84
Hendon Central,Liverpool Street,39,144,146,147,146
Hendon Central,Oxford Circus,101,112,114,125,138
Hendon Central,Stratford,26,130,131,113,92
Hendon Central,Warren Street,114,52,53,61,71
Hendon Central,Waterloo,130,66,67,68,69
Hendon Central,Westminster,18,47,47,48,49
Heron Quays,Bank and Monument,913,413,458,253,99
Heron Quays,Canary Wharf,34,409,257,804,1268
Heron Quays,Stratford,13,312,346,190,73
High Barnet,Bank and Monument,247,141,143,143,143
High Barnet,Bond Street,25,48,49,51,55
High Barnet,Canary Wharf,37,109,63,100,90
High Barnet,Euston,96,40,41,46,52
High Barnet,Green Park,30,59,59,62,65
High Barnet,Liverpool Street,20,115,117,117,118
High Barnet,Oxford Circus,73,89,91,96,104
High Barnet,Stratford,15,104,106,95,84
High Barnet,Warren Street,96,41,42,46,51
High Barnet,Waterloo,105,52,53,54,55
High Barnet,Westminster,23,37,38,38,39
High Street Kensington,Bank and Monument,99,86,88,79,64
High Street Kensington,Bond Street,38,31,31,38,43
High Street Kensington,Canary Wharf,90,66,38,50,32
High Street Kensington,Euston,9,25,25,26,24
High Street Kensington,Green Park,15,38,38,46,52
High Street Kensington,Liverpool Street,92,70,71,61,47
High Street Kensington,Oxford Circus,36,57,57,66,71
High Street Kensington,Stratford,14,62,63,44,26
High Street Kensington,Warren Street,7,26,26,27,27
High Street Kensington,Waterloo,17,33,33,35,33
High Street Kensington,Westminster,60,24,24,26,27
Highams Park,Liverpool Street,1376,537,537,552,546
Highams Park,Stratford,0,493,493,475,435
Highbury & Islington,Bank and Monument,6,919,931,959,948
Highbury & Islington,Bond Street,94,313,317,342,358
Highbury & Islington,Canary Wharf,52,695,398,591,457
Highbury & Islington,Euston,589,272,275,367,494
Highbury & Islington,Green Park,693,380,385,403,406
Highbury & Islington,Liverpool Street,3,751,761,802,815
Highbury & Islington,Oxford Circus,1964,585,592,668,736
Highbury & Islington,Stratford,949,687,696,673,618
Highbury & Islington,Warren Street,991,275,279,349,437
Highbury & Islington,Waterloo,160,339,343,346,333
Highbury & Islington,Westminster,89,240,243,245,237
Highgate,Bank and Monument,336,197,200,200,195
Highgate,Bond Street,34,68,69,77,85
Highgate,Canary Wharf,56,150,86,128,102
Highgate,Euston,150,58,59,75,98
Highgate,Green Park,58,83,84,91,99
Highgate,Liverpool Street,38,161,163,165,164
Highgate,Oxford Circus,105,127,129,147,169
Highgate,Stratford,14,144,146,120,93
Highgate,Warren Street,176,59,60,73,92
Highgate,Waterloo,186,74,75,77,78
Highgate,Westminster,24,52,53,55,55
Hillingdon,Bank and Monument,8,65,66,62,55
Hillingdon,Bond Street,18,22,23,22,22
Hillingdon,Canary Wharf,45,50,29,45,37
Hillingdon,Green Park,15,27,27,27,25
Hillingdon,Liverpool Street,57,53,54,50,45
Hillingdon,Oxford Circus,16,41,42,42,40
Hillingdon,Stratford,7,48,49,43,36
Hillingdon,Warren Street,0,19,19,19,18
Hillingdon,Waterloo,13,24,25,23,22
Hillingdon,Westminster,24,17,17,17,15
Holborn,Bank and Monument,195,72,73,86,93
Holborn,Bond Street,46,24,25,31,35
Holborn,Canary Wharf,4,51,29,38,23
Holborn,Euston,5,20,21,25,27
Holborn,Green Park,30,30,30,38,45
Holborn,Liverpool Street,156,57,58,61,56
Holborn,Oxford Circus,49,46,47,66,87
Holborn,Stratford,94,48,49,33,17
Holborn,Warren Street,3,21,21,28,34
Holborn,Waterloo,7,27,27,32,33
Holborn,Westminster,13,19,19,22,24
Holland Park,Bank and Monument,154,67,68,62,51
Holland Park,Bond Street,109,24,24,31,37
Holland Park,Canary Wharf,67,51,29,38,25
Holland Park,Euston,10,19,20,21,20
Holland Park,Green Park,30,29,29,33,35
Holland Park,Liverpool Street,163,54,55,48,38
Holland Park,Oxford Circus,99,44,45,53,60
Holland Park,Stratford,22,48,49,34,21
Holland Park,Warren Street,9,20,20,22,22
Holland Park,Waterloo,11,25,25,25,23
Holland Park,Westminster,24,18,18,19,18
Holloway Road,Bank and Monument,98,128,129,133,131
Holloway Road,Bond Street,29,43,44,48,50
Holloway Road,Canary Wharf,24,96,55,78,56
Holloway Road,Euston,36,38,38,51,68
Holloway Road,Green Park,58,53,53,56,56
Holloway Road,Liverpool Street,61,104,106,112,113
Holloway Road,Oxford Circus,51,81,82,93,102
Holloway Road,Stratford,5,92,94,78,59
Holloway Road,Warren Street,25,38,39,48,60
Holloway Road,Waterloo,45,47,48,48,46
Holloway Road,Westminster,17,33,34,34,33
Homerton,Liverpool Street,21,476,476,434,341
Homerton,Stratford,1061,488,488,732,1046
Hornchurch,Bank and Monument,46,83,84,85,85
Hornchurch,Bond Street,16,28,28,26,24
Hornchurch,Canary Wharf,54,66,38,72,77
Hornchurch,Euston,1,23,23,22,21
Hornchurch,Green Park,8,34,34,32,29
Hornchurch,Liverpool Street,49,68,69,70,71
Hornchurch,Oxford Circus,18,51,52,49,45
Hornchurch,Stratford,31,64,65,75,86
Hornchurch,Warren Street,2,24,24,23,21
Hornchurch,Waterloo,11,30,31,30,28
Hornchurch,Westminster,16,22,22,21,19
Hounslow Central,Bank and Monument,53,94,95,90,81
Hounslow Central,Bond Street,25,32,33,33,32
Hounslow Central,Canary Wharf,39,73,42,64,53
Hounslow Central,Euston,12,27,27,26,25
Hounslow Central,Green Park,35,39,40,41,41
Hounslow Central,Liverpool Street,45,76,77,72,64
Hounslow Central,Oxford Circus,19,59,60,61,59
Hounslow Central,Stratford,15,69,70,59,46
Hounslow Central,Warren Street,19,27,28,27,26
Hounslow Central,Waterloo,7,35,36,35,34
Hounslow Central,Westminster,13,25,25,26,25
Hounslow East,Bank and Monument,34,94,95,90,81
Hounslow East,Bond Street,16,32,32,33,32
Hounslow East,Canary Wharf,37,72,42,64,53
Hounslow East,Euston,9,26,27,26,25
Hounslow East,Green Park,41,39,40,41,42
Hounslow East,Liverpool Street,42,76,77,72,64
Hounslow East,Oxford Circus,25,59,60,61,60
Hounslow East,Stratford,16,69,70,59,46
Hounslow East,Warren Street,17,27,28,27,26
Hounslow East,Waterloo,8,35,35,35,34
Hounslow East,Westminster,9,25,25,26,25
Hounslow West,Bank and Monument,54,89,90,86,79
Hounslow West,Bond Street,16,30,31,31,31
Hounslow West,Canary Wharf,52,69,40,62,52
Hounslow West,Euston,14,25,26,25,24
Hounslow West,Green Park,43,37,38,39,40
Hounslow West,Liverpool Street,41,72,73,69,62
Hounslow West,Oxford Circus,33,56,57,58,57
Hounslow West,Stratford,12,66,67,57,46
Hounslow West,Warren Street,20,26,26,26,25
Hounslow West,Waterloo,14,33,34,33,33
Hounslow West,Westminster,17,24,24,24,24
Hoxton,Stratford,1,184,184,170,132
Hyde Park Corner,Bank and Monument,10,11,11,10,9
Hyde Park Corner,Bond Street,1,4,4,6,8
Hyde Park Corner,Canary Wharf,8,8,5,6,3
Hyde Park Corner,Euston,3,3,3,4,4
Hyde Park Corner,Green Park,8,5,5,11,24
Hyde Park Corner,Liverpool Street,11,9,9,8,6
Hyde Park Corner,Oxford Circus,4,7,7,11,16
Hyde Park Corner,Stratford,6,8,8,5,3
Hyde Park Corner,Warren Street,2,3,3,4,4
Hyde Park Corner,Waterloo,1,4,4,5,5
Hyde Park Corner,Westminster,1,3,3,4,5
Ickenham,Bank and Monument,4,40,41,38,34
Ickenham,Bond Street,5,14,14,14,13
Ickenham,Canary Wharf,25,31,18,27,23
Ickenham,Green Park,11,17,17,17,16
Ickenham,Liverpool Street,27,33,33,31,28
Ickenham,Oxford Circus,8,25,26,26,25
Ickenham,Stratford,2,30,31,27,22
Ickenham,Warren Street,0,12,12,12,11
Ickenham,Waterloo,8,15,15,14,13
Ickenham,Westminster,19,11,11,10,9
Ilford,Liverpool Street,1684,2313,2313,1893,1408
Ilford,Stratford,3080,2294,2294,2604,2866
Imperial Wharf,Euston,1,53,53,57,54
Imperial Wharf,Stratford,5,135,135,108,72
Island Gardens,Bank and Monument,532,324,354,258,177
Island Gardens,Canary Wharf,94,279,173,355,425
Island Gardens,Stratford,35,245,268,194,132
Kennington,Bank and Monument,255,159,161,203,248
Kennington,Bond Street,45,52,52,54,52
Kennington,Canary Wharf,128,116,67,100,76
Kennington,Euston,66,43,43,42,38
Kennington,Green Park,25,64,65,73,77
Kennington,Liverpool Street,24,127,129,146,158
Kennington,Oxford Circus,44,97,98,106,108
Kennington,Stratford,57,109,110,82,54
Kennington,Warren Street,97,44,45,45,43
Kennington,Waterloo,127,62,63,99,159
Kennington,Westminster,11,42,43,58,76
Kensal Green,Bank and Monument,36,85,86,80,71
Kensal Green,Bond Street,16,30,30,32,34
Kensal Green,Canary Wharf,25,65,37,52,39
Kensal Green,Euston,239,25,25,29,33
Kensal Green,Green Park,18,36,36,37,37
Kensal Green,Liverpool Street,35,69,70,66,60
Kensal Green,Oxford Circus,125,55,56,60,63
Kensal Green,Stratford,2,62,63,49,35
Kensal Green,Warren Street,3,25,26,29,31
Kensal Green,Waterloo,25,32,32,31,29
Kensal Green,Westminster,17,23,23,22,21
Kensal Rise,Euston,0,104,104,103,90
Kensal Rise,Stratford,39,269,269,212,141
Kensington,Bank and Monument,0,19,19,17,14
Kensington,Bond Street,0,7,7,8,8
Kensington,Canary Wharf,0,14,8,11,7
Kensington,Euston,0,5,5,5,5
Kensington,Green Park,0,8,8,9,10
Kensington,Liverpool Street,0,15,15,13,11
Kensington,Oxford Circus,0,12,12,13,14
Kensington,Stratford,6,13,14,10,6
Kensington,Warren Street,0,6,6,6,5
Kensington,Waterloo,0,7,7,7,7
Kensington,Westminster,0,5,5,5,5
Kentish Town,Bank and Monument,141,101,102,102,96
Kentish Town,Bond Street,13,35,36,42,48
Kentish Town,Canary Wharf,40,76,43,61,44
Kentish Town,Euston,70,31,31,47,74
Kentish Town,Green Park,49,43,43,49,54
Kentish Town,Liverpool Street,25,82,83,85,82
Kentish Town,Oxford Circus,55,66,67,82,101
Kentish Town,Stratford,5,72,73,57,39
Kentish Town,Warren Street,61,31,31,44,63
Kentish Town,Waterloo,106,38,38,40,40
Kentish Town,Westminster,21,27,27,28,28
Kentish Town West,Euston,0,40,40,42,38
Kentish Town West,Stratford,50,102,102,89,65
Kenton,Bank and Monument,0,66,68,62,56
Kenton,Bond Street,0,23,23,24,24
Kenton,Canary Wharf,0,51,30,44,35
Kenton,Euston,9,19,19,20,20
Kenton,Liverpool Street,0,54,55,51,46
Kenton,Oxford Circus,8,42,43,43,43
Kenton,Stratford,1,49,50,42,33
Kenton,Warren Street,0,19,20,20,20
Kenton,Waterloo,7,25,25,24,22
Kenton,Westminster,1,18,18,17,16
Kew Gardens,Bank and Monument,53,89,90,84,74
Kew Gardens,Bond Street,13,30,31,31,31
Kew Gardens,Canary Wharf,53,68,39,58,45
Kew Gardens,Euston,21,25,26,25,23
Kew Gardens,Green Park,44,38,38,40,41
Kew Gardens,Liverpool Street,17,72,73,66,57
Kew Gardens,Oxford Circus,44,57,57,59,58
Kew Gardens,Stratford,19,65,66,53,38
Kew Gardens,Warren Street,15,26,26,26,25
Kew Gardens,Waterloo,3,33,34,34,32
Kew Gardens,Westminster,28,24,24,25,24
Kilburn,Bank and Monument,94,197,199,189,169
Kilburn,Bond Street,222,69,70,80,91
Kilburn,Canary Wharf,229,150,86,122,90
Kilburn,Euston,5,56,57,60,62
Kilburn,Green Park,151,83,84,92,97
Kilburn,Liverpool Street,127,160,162,153,138
Kilburn,Oxford Circus,71,128,129,149,168
Kilburn,Stratford,25,145,147,120,90
Kilburn,Warren Street,2,58,59,64,67
Kilburn,Waterloo,119,74,75,75,72
Kilburn,Westminster,141,52,53,54,53
Kilburn High Road,Euston,232,56,56,65,69
Kilburn Park,Bank and Monument,49,84,85,79,69
Kilburn Park,Bond Street,8,30,30,35,39
Kilburn Park,Canary Wharf,48,64,37,51,36
Kilburn Park,Euston,5,24,25,28,30
Kilburn Park,Green Park,20,36,36,39,41
Kilburn Park,Liverpool Street,52,68,69,64,56
Kilburn Park,Oxford Circus,118,55,56,64,73
Kilburn Park,Stratford,15,61,62,47,32
Kilburn Park,Warren Street,3,25,25,27,29
Kilburn Park,Waterloo,65,31,32,32,30
Kilburn Park,Westminster,11,22,23,23,22
King George V,Bank and Monument,153,222,242,182,135
King George V,Canary Wharf,8,182,112,182,171
King George V,Stratford,132,174,189,169,154
King's Cross St. Pancras,Bank and Monument,1366,1192,1209,1281,1236
King's Cross St. Pancras,Bond Street,113,409,414,478,509
King's Cross St. Pancras,Canary Wharf,388,874,501,649,403
King's Cross St. Pancras,Euston,156,379,384,756,1530
King's Cross St. Pancras,Green Park,693,494,501,545,543
King's Cross St. Pancras,Liverpool Street,1201,978,991,1093,1105
King's Cross St. Pancras,Oxford Circus,1260,770,780,976,1148
King's Cross St. Pancras,Stratford,108,833,845,598,356
King's Cross St. Pancras,Warren Street,197,373,378,606,960
King's Cross St. Pancras,Waterloo,308,438,444,454,419
King's Cross St. Pancras,Westminster,317,311,315,323,299
Kingsbury,Bank and Monument,30,117,119,114,106
Kingsbury,Bond Street,90,40,41,43,46
Kingsbury,Canary Wharf,108,90,52,79,66
Kingsbury,Euston,0,33,34,34,34
Kingsbury,Green Park,54,49,50,51,52
Kingsbury,Liverpool Street,44,95,97,93,87
Kingsbury,Oxford Circus,19,75,76,80,84
Kingsbury,Stratford,29,87,88,77,65
Kingsbury,Warren Street,0,34,35,36,36
Kingsbury,Waterloo,67,44,44,44,43
Kingsbury,Westminster,60,31,31,31,31
Knightsbridge,Bank and Monument,28,46,46,44,39
Knightsbridge,Bond Street,10,17,17,23,30
Knightsbridge,Canary Wharf,47,34,20,25,16
Knightsbridge,Euston,10,13,13,15,16
Knightsbridge,Green Park,75,21,22,38,68
Knightsbridge,Liverpool Street,42,37,37,34,27
Knightsbridge,Oxford Circus,23,31,31,44,59
Knightsbridge,Stratford,24,32,33,22,13
Knightsbridge,Warren Street,12,14,14,16,18
Knightsbridge,Waterloo,8,18,18,21,23
Knightsbridge,Westminster,4,13,13,17,21
Ladbroke Grove,Bank and Monument,15,99,100,93,80
Ladbroke Grove,Bond Street,13,35,35,40,45
Ladbroke Grove,Canary Wharf,42,75,43,59,42
Ladbroke Grove,Green Park,24,42,42,46,47
Ladbroke Grove,Liverpool Street,128,80,81,75,65
Ladbroke Grove,Oxford Circus,23,64,65,75,83
Ladbroke Grove,Stratford,8,72,73,55,37
Ladbroke Grove,Warren Street,0,29,30,32,32
Ladbroke Grove,Waterloo,20,37,37,37,35
Ladbroke Grove,Westminster,17,26,27,27,25
Lambeth North,Bank and Monument,23,49,49,57,61
Lambeth North,Bond Street,3,16,16,18,17
Lambeth North,Canary Wharf,9,35,20,28,19
Lambeth North,Euston,16,13,13,14,12
Lambeth North,Green Park,13,20,20,25,28
Lambeth North,Liverpool Street,12,39,39,41,39
Lambeth North,Oxford Circus,119,30,31,35,37
Lambeth North,Stratford,4,33,34,24,14
Lambeth North,Warren Street,14,14,14,15,14
Lambeth North,Waterloo,18,21,21,50,123
Lambeth North,Westminster,1,14,14,22,35
Lancaster Gate,Bank and Monument,600,154,156,148,129
Lancaster Gate,Bond Street,102,58,58,93,152
Lancaster Gate,Canary Wharf,129,116,66,86,56
Lancaster Gate,Euston,24,45,46,52,58
Lancaster Gate,Green Park,40,68,69,90,116
Lancaster Gate,Liverpool Street,400,124,126,113,93
Lancaster Gate,Oxford Circus,135,104,106,152,218
Lancaster Gate,Stratford,76,109,111,76,46
Lancaster Gate,Warren Street,14,47,47,58,68
Lancaster Gate,Waterloo,34,58,59,62,62
Lancaster Gate,Westminster,34,42,42,47,50
Langdon Park,Bank and Monument,172,330,360,256,175
Langdon Park,Canary Wharf,149,288,178,375,481
Langdon Park,Stratford,597,261,286,257,235
Latimer Road,Bank and Monument,9,37,38,35,29
Latimer Road,Bond Street,6,13,13,15,16
